Global Time,Fuel Rail Pressure,Turbo Inlet Pressure Mean,Engine Speed,Intake Manifold Pressure,Engine Fuel Rate,Intake Manifold Air Temperature,Exhaust Left 1 Temp,Trans Gear,Intake Manifold #2 Air Temperature
,,,,,,,,,,
2021-06-17 23:47:58,70000.0,97.44,702.0,0.9,19.75,30.4,161.0,8192.0,27.3
2021-06-17 23:47:59.000001,70000.0,97.44749999999999,672.0,0.9,21.9,30.4,161.0,16385.0,27.3
2021-06-17 23:48:00,69000.0,97.4625,678.5,1.4,29.45,30.4,161.0,16385.0,27.3
2021-06-17 23:48:01,72000.0,97.44749999999999,692.0,1.8,32.45,30.4,162.0,16385.0,27.3
2021-06-17 23:48:01.999999,71000.0,97.44749999999999,696.5,2.0,33.5,30.4,164.0,16385.0,27.3
2021-06-17 23:48:03,76000.0,97.44749999999999,845.0,2.3,154.7,30.4,167.0,16385.0,27.3
2021-06-17 23:48:04,125000.0,97.36749999999999,1018.0,4.5,98.85,30.4,175.0,16385.0,27.3
2021-06-17 23:48:04.999999,129000.0,97.33500000000001,997.5,6.3,51.5,30.4,188.0,16385.0,27.3
2021-06-17 23:48:06,122000.0,97.3775,759.0,6.0,2.5,30.4,200.0,16385.0,27.2
2021-06-17 23:48:07,97000.0,97.425,624.5,4.7,26.15,30.3,207.0,16385.0,27.2
2021-06-17 23:48:08,72000.0,97.44749999999999,684.0,3.4,26.85,30.3,209.0,16385.0,27.2
2021-06-17 23:48:09,71000.0,97.44749999999999,786.5,2.9,147.25,30.3,211.0,16385.0,27.1
2021-06-17 23:48:10,116000.0,97.33500000000001,1078.5,4.5,207.35,30.3,214.0,16385.0,27.1
2021-06-17 23:48:11,145000.0,97.2575,1214.0,9.5,232.8,30.3,227.0,16385.0,27.1
2021-06-17 23:48:12,174000.0,97.2025,1296.5,16.1,167.25,30.2,244.0,16385.0,27.1
2021-06-17 23:48:13,132000.0,97.085,1340.0,20.0,169.0,30.2,262.0,16385.0,27.0
2021-06-17 23:48:14,137000.0,96.97749999999999,1507.0,27.9,241.0,30.1,279.0,16897.0,27.0
2021-06-17 23:48:15.000001,122000.0,96.7425,1585.5,47.1,296.75,30.0,299.0,16897.0,26.9
2021-06-17 23:48:16,128000.0,96.35249999999999,1766.5,67.9,308.9,29.9,322.0,16897.0,26.8
2021-06-17 23:48:17,137000.0,95.8,1919.5,89.9,308.1,29.8,345.0,16897.0,26.8
2021-06-17 23:48:18.000001,188000.0,95.7825,1820.0,71.6,49.1,29.6,366.0,16898.0,26.7
2021-06-17 23:48:19,140000.0,96.41499999999999,1716.0,59.0,158.95,29.5,377.0,16898.0,26.6
2021-06-17 23:48:20,157000.0,96.445,1674.0,51.4,132.2,29.3,382.0,16898.0,26.5
2021-06-17 23:48:20.999999,153000.0,96.6025,1644.0,45.0,131.0,29.1,384.0,16898.0,26.3
2021-06-17 23:48:22,149000.0,96.5775,1578.0,43.5,146.3,28.9,384.0,16898.0,26.2
2021-06-17 23:48:23,140000.0,96.67999999999999,1499.0,44.5,177.9,28.8,385.0,16898.0,26.1
2021-06-17 23:48:23.999999,130000.0,96.6825,1459.5,50.9,214.7,28.6,387.0,16898.0,25.9
2021-06-17 23:48:25,122000.0,96.64999999999999,1380.0,55.3,221.45,28.5,391.0,16898.0,25.9
2021-06-17 23:48:26,104000.0,96.375,1394.0,66.4,343.25,28.4,398.0,16898.0,25.8
2021-06-17 23:48:27,166000.0,96.60249999999999,1393.5,88.6,248.2,28.4,412.0,16898.0,25.8
2021-06-17 23:48:28,132000.0,96.72,1329.0,55.0,238.5,28.3,427.0,16898.0,25.7
2021-06-17 23:48:29,151000.0,96.8125,1501.0,41.7,74.55,28.3,435.0,16385.0,25.7
2021-06-17 23:48:30,134000.0,96.905,1369.0,38.3,168.8,28.2,437.0,16385.0,25.7
2021-06-17 23:48:31,142000.0,97.15,1251.0,30.4,29.85,28.2,437.0,16385.0,25.6
2021-06-17 23:48:32,142000.0,97.28,1028.0,18.3,0.0,28.2,435.0,16385.0,25.6
2021-06-17 23:48:33,121000.0,97.38499999999999,770.0,11.4,3.65,28.1,428.0,16385.0,25.6
2021-06-17 23:48:34.000001,89000.0,97.3825,651.0,8.1,29.45,28.1,419.0,16385.0,25.6
2021-06-17 23:48:35,68000.0,97.36749999999999,692.0,6.0,35.75,28.2,409.0,8192.0,25.6
2021-06-17 23:48:36,75000.0,97.3825,755.5,4.8,22.35,28.2,402.0,8192.0,25.7
2021-06-17 23:48:36.999999,77000.0,97.375,725.0,3.8,6.25,28.3,396.0,8192.0,25.7
2021-06-17 23:48:38,67000.0,97.39000000000001,684.5,3.0,11.95,28.4,390.0,8192.0,25.8
2021-06-17 23:48:39,71000.0,97.39250000000001,687.0,2.2,18.0,28.5,382.0,8192.0,25.9
2021-06-17 23:48:39.999999,71000.0,97.3825,698.0,2.2,18.7,28.6,374.0,8192.0,26.0
2021-06-17 23:48:41,71000.0,97.395,702.0,1.7,18.0,28.7,367.0,8192.0,26.0
2021-06-17 23:48:42,71000.0,97.39250000000001,701.0,1.7,17.5,28.8,360.0,8192.0,26.1
2021-06-17 23:48:43,69000.0,97.4,699.5,1.5,17.65,28.9,352.0,8192.0,26.2
2021-06-17 23:48:44,71000.0,97.4,699.0,2.0,18.0,29.0,345.0,8192.0,26.3
2021-06-17 23:48:45,71000.0,97.39000000000001,700.0,1.3,18.0,29.1,332.0,8192.0,26.3
2021-06-17 23:48:46,71000.0,97.38499999999999,700.0,1.3,18.25,29.2,324.0,8192.0,26.4
2021-06-17 23:48:47,70000.0,97.3925,700.0,1.5,18.35,29.2,319.0,8192.0,26.5
2021-06-17 23:48:48,70000.0,97.38499999999999,699.5,1.5,18.35,29.3,313.0,8192.0,26.5
2021-06-17 23:48:49,70000.0,97.39250000000001,699.5,1.3,18.6,29.4,307.0,8192.0,26.6
2021-06-17 23:48:50.000001,70000.0,97.375,699.5,1.5,18.7,29.4,301.0,8192.0,26.6
2021-06-17 23:48:51,70000.0,97.3825,699.5,1.2,18.45,29.5,296.0,8192.0,26.7
2021-06-17 23:48:52,70000.0,97.3825,699.0,1.3,18.7,29.6,291.0,8192.0,26.7
2021-06-17 23:48:53.000001,70000.0,97.3825,700.5,1.5,18.6,29.6,286.0,8192.0,26.8
2021-06-17 23:48:54,70000.0,97.3825,701.0,1.5,18.6,29.6,281.0,8192.0,26.8
2021-06-17 23:48:55,70000.0,97.39250000000001,700.5,1.0,18.7,29.7,276.0,8192.0,26.8
2021-06-17 23:48:55.999999,70000.0,97.38499999999999,699.5,1.3,18.7,29.7,272.0,8192.0,26.8
2021-06-17 23:48:57,70000.0,97.38499999999999,699.5,1.3,18.7,29.7,268.0,8192.0,26.9
2021-06-17 23:48:58,70000.0,97.38499999999999,700.0,1.3,18.8,29.8,264.0,8192.0,26.9
2021-06-17 23:48:59,70000.0,97.4025,700.5,1.5,18.7,29.8,260.0,8192.0,26.9
2021-06-17 23:49:00,70000.0,97.39250000000001,699.5,1.2,18.7,29.8,256.0,8192.0,26.9
2021-06-17 23:49:01,70000.0,97.3925,699.5,1.3,18.8,29.8,253.0,8192.0,27.0
2021-06-17 23:49:02,70000.0,97.4,700.5,1.5,19.05,29.8,249.0,8192.0,27.0
2021-06-17 23:49:03,70000.0,97.375,700.5,1.2,19.05,29.8,246.0,8192.0,27.0
2021-06-17 23:49:04,70000.0,97.39250000000001,700.5,1.2,18.95,29.8,243.0,8192.0,27.0
2021-06-17 23:49:05,70000.0,97.4025,699.5,1.3,19.05,29.9,240.0,8192.0,27.0
2021-06-17 23:49:06.000001,70000.0,97.38499999999999,700.0,1.3,19.05,29.9,237.0,8192.0,27.0
2021-06-17 23:49:07,70000.0,97.39250000000001,700.5,1.0,18.95,29.9,234.0,8192.0,27.0
2021-06-17 23:49:08,70000.0,97.39250000000001,700.5,1.3,19.15,29.9,232.0,8192.0,27.0
2021-06-17 23:49:09.000001,70000.0,97.3825,700.5,1.0,19.15,29.9,229.0,8192.0,27.0
2021-06-17 23:49:10,70000.0,97.39250000000001,700.5,1.2,19.05,29.9,227.0,8192.0,27.1
2021-06-17 23:49:11,70000.0,97.4,700.5,1.3,18.95,29.9,225.0,8192.0,27.1
2021-06-17 23:49:11.999999,70000.0,97.39000000000001,699.5,1.3,19.3,29.9,222.0,8192.0,27.1
2021-06-17 23:49:13,70000.0,97.375,700.5,1.2,19.05,29.9,220.0,8192.0,27.1
2021-06-17 23:49:14,70000.0,97.39250000000001,700.5,1.3,18.8,29.9,218.0,8192.0,27.1
2021-06-17 23:49:14.999999,70000.0,97.39250000000001,700.0,1.2,18.8,29.9,216.0,8192.0,27.0
2021-06-17 23:49:16,70000.0,97.3825,700.5,1.2,18.8,29.9,214.0,8192.0,27.0
2021-06-17 23:49:17,70000.0,97.4,700.5,1.5,18.8,29.9,212.0,8192.0,27.0
2021-06-17 23:49:18,70000.0,97.375,700.0,1.0,18.7,29.9,211.0,8192.0,27.1
2021-06-17 23:49:19,70000.0,97.39000000000001,691.5,1.5,20.7,29.9,209.0,8192.0,27.0
2021-06-17 23:49:20,70000.0,97.39250000000001,694.0,1.7,22.85,29.9,207.0,8192.0,27.0
2021-06-17 23:49:21,71000.0,97.395,707.5,1.3,21.4,29.9,206.0,8192.0,27.0
2021-06-17 23:49:22,72000.0,97.3925,707.0,1.2,18.45,29.9,205.0,8192.0,27.0
2021-06-17 23:49:23,71000.0,97.3825,701.5,1.3,17.85,29.9,204.0,8192.0,27.0
2021-06-17 23:49:24,70000.0,97.39000000000001,698.0,1.3,18.7,29.9,203.0,8192.0,27.0
2021-06-17 23:49:25.000001,69000.0,97.3825,699.5,1.3,18.7,29.9,201.0,8192.0,27.0
2021-06-17 23:49:26,69000.0,97.3925,699.5,1.3,18.8,29.9,200.0,8192.0,27.0
2021-06-17 23:49:27,70000.0,97.38499999999999,700.0,0.8,18.95,29.9,199.0,8192.0,27.0
2021-06-17 23:49:28.000001,70000.0,97.39250000000001,700.0,1.3,18.95,29.9,198.0,8192.0,27.0
2021-06-17 23:49:29,70000.0,97.39000000000001,700.5,1.3,18.7,29.9,197.0,8192.0,27.0
2021-06-17 23:49:30,70000.0,97.3825,700.0,1.2,18.95,29.9,195.0,8192.0,27.0
2021-06-17 23:49:30.999999,70000.0,97.39000000000001,700.0,1.2,19.05,29.9,194.0,8192.0,27.0
2021-06-17 23:49:32,70000.0,97.4,700.0,1.2,19.05,29.9,194.0,8192.0,27.0
2021-06-17 23:49:33,70000.0,97.39250000000001,700.0,1.3,19.3,29.9,193.0,8192.0,27.0
2021-06-17 23:49:34,70000.0,97.375,699.5,1.3,19.15,29.9,192.0,8192.0,27.0
2021-06-17 23:49:35,70000.0,97.3925,699.5,1.2,19.3,29.9,191.0,8192.0,27.0
2021-06-17 23:49:36,70000.0,97.3825,700.5,1.0,19.15,29.9,190.0,8192.0,27.0
2021-06-17 23:49:37,70000.0,97.39250000000001,699.5,1.3,19.05,29.9,189.0,8192.0,27.0
2021-06-17 23:49:38,70000.0,97.39250000000001,699.5,1.2,19.05,29.9,188.0,8192.0,27.0
2021-06-17 23:49:39,70000.0,97.39250000000001,700.5,0.8,19.3,29.9,188.0,8192.0,27.0
2021-06-17 23:49:40,70000.0,97.41,701.0,1.2,19.4,29.9,187.0,8192.0,27.0
2021-06-17 23:49:41.000001,70000.0,97.4,700.0,1.2,19.3,29.9,186.0,8192.0,27.0
2021-06-17 23:49:42,70000.0,97.375,700.0,1.2,19.3,29.9,186.0,8192.0,27.0
2021-06-17 23:49:43,70000.0,97.3825,700.0,1.3,19.15,29.9,185.0,8192.0,27.0
2021-06-17 23:49:44.000001,70000.0,97.39250000000001,700.5,1.2,19.3,29.9,184.0,8192.0,27.0
2021-06-17 23:49:45,70000.0,97.375,700.0,0.8,19.15,29.9,184.0,8192.0,27.0
2021-06-17 23:49:46,70000.0,97.4025,699.0,1.2,19.3,29.9,183.0,8192.0,27.0
2021-06-17 23:49:46.999999,70000.0,97.39000000000001,700.0,1.2,19.15,29.9,183.0,8192.0,27.0
2021-06-17 23:49:48,70000.0,97.4,700.0,1.2,19.3,29.9,182.0,8192.0,27.0
2021-06-17 23:49:49,70000.0,97.41,701.0,1.3,19.3,29.9,182.0,8192.0,27.0
2021-06-17 23:49:49.999999,70000.0,97.39000000000001,699.0,1.0,19.55,29.8,181.0,8192.0,27.0
2021-06-17 23:49:51,70000.0,97.39000000000001,699.5,1.2,19.4,29.9,181.0,8192.0,27.0
2021-06-17 23:49:52,70000.0,97.4,701.0,1.3,19.15,29.8,180.0,8192.0,27.0
2021-06-17 23:49:53,70000.0,97.4,701.0,1.0,19.3,29.9,180.0,8192.0,27.0
2021-06-17 23:49:54,70000.0,97.39250000000001,700.5,0.8,19.15,29.9,179.0,8192.0,27.0
2021-06-17 23:49:55,70000.0,97.39250000000001,699.5,1.2,19.15,29.8,179.0,8192.0,27.0
2021-06-17 23:49:56,70000.0,97.39250000000001,700.0,1.2,19.3,29.9,178.0,8192.0,27.0
2021-06-17 23:49:57,70000.0,97.3825,699.5,1.0,19.4,29.8,178.0,8192.0,27.0
2021-06-17 23:49:58,70000.0,97.4,700.0,1.0,19.15,29.9,177.0,8192.0,27.0
2021-06-17 23:49:59,70000.0,97.4,699.0,1.0,19.15,29.9,177.0,8192.0,27.0
2021-06-17 23:50:00.000001,70000.0,97.36,700.0,1.2,19.3,29.8,177.0,8192.0,27.0
2021-06-17 23:50:01,70000.0,97.4025,700.0,1.3,19.4,29.8,176.0,8192.0,27.0
2021-06-17 23:50:02,70000.0,97.3825,699.5,1.0,19.55,29.8,176.0,8192.0,27.0
2021-06-17 23:50:02.999999,70000.0,97.38499999999999,701.0,1.0,19.4,29.8,176.0,8192.0,27.0
2021-06-17 23:50:04,70000.0,97.39250000000001,700.0,1.2,19.3,29.8,176.0,8192.0,26.9
2021-06-17 23:50:05,70000.0,97.39250000000001,700.0,1.3,19.4,29.8,175.0,8192.0,26.9
2021-06-17 23:50:05.999999,70000.0,97.395,699.5,1.0,19.55,29.8,175.0,8192.0,26.9
2021-06-17 23:50:07,70000.0,97.39000000000001,700.5,1.3,19.4,29.8,174.0,8192.0,26.9
2021-06-17 23:50:08,70000.0,97.4,692.5,1.2,21.2,29.8,174.0,8192.0,26.9
2021-06-17 23:50:09,70000.0,97.41,695.5,1.2,23.2,29.8,174.0,8192.0,26.9
2021-06-17 23:50:10,71000.0,97.39250000000001,709.0,1.2,21.3,29.8,174.0,8192.0,26.9
2021-06-17 23:50:11,72000.0,97.39250000000001,706.0,1.0,19.05,29.8,174.0,8192.0,26.9
2021-06-17 23:50:12,71000.0,97.4,700.0,1.0,18.95,29.8,174.0,8192.0,26.9
2021-06-17 23:50:13,70000.0,97.4025,698.5,1.3,19.4,29.8,174.0,8192.0,26.9
2021-06-17 23:50:14,70000.0,97.4,698.5,1.0,20.0,29.8,173.0,8192.0,26.9
2021-06-17 23:50:15,70000.0,97.3825,700.5,1.0,19.9,29.8,173.0,8192.0,26.8
2021-06-17 23:50:16.000001,70000.0,97.385,701.0,1.3,19.65,29.7,173.0,8192.0,26.8
2021-06-17 23:50:17,70000.0,97.4,701.0,1.2,19.3,29.7,173.0,8192.0,26.8
2021-06-17 23:50:18,70000.0,97.4,699.5,1.2,19.55,29.7,172.0,8192.0,26.8
2021-06-17 23:50:19.000001,70000.0,97.41,699.5,1.3,19.65,29.7,172.0,8192.0,26.8
2021-06-17 23:50:20,70000.0,97.4,699.5,0.8,19.9,29.7,172.0,8192.0,26.8
2021-06-17 23:50:21,70000.0,97.39250000000001,700.5,1.0,19.75,29.7,172.0,8192.0,26.8
2021-06-17 23:50:21.999999,70000.0,97.38499999999999,700.0,1.3,19.75,29.7,172.0,8192.0,26.8
2021-06-17 23:50:23,70000.0,97.4,699.5,1.2,19.75,29.7,171.0,8192.0,26.8
2021-06-17 23:50:24,70000.0,97.4,701.0,1.2,19.65,29.7,171.0,8192.0,26.8
2021-06-17 23:50:24.999999,70000.0,97.4,701.0,0.8,19.65,29.7,171.0,8192.0,26.8
2021-06-17 23:50:26,70000.0,97.39250000000001,700.5,1.2,19.65,29.7,171.0,8192.0,26.8
2021-06-17 23:50:27,70000.0,97.39250000000001,700.0,1.3,19.75,29.7,171.0,8192.0,26.8
2021-06-17 23:50:28,70000.0,97.4,700.0,0.8,19.65,29.7,170.0,8192.0,26.8
2021-06-17 23:50:29,70000.0,97.41,700.0,1.3,19.75,29.7,171.0,8192.0,26.8
2021-06-17 23:50:30,70000.0,97.4,700.0,1.2,19.75,29.7,170.0,8192.0,26.8
2021-06-17 23:50:31,70000.0,97.4,700.0,1.0,19.55,29.7,170.0,8192.0,26.8
2021-06-17 23:50:32,70000.0,97.39250000000001,700.5,1.3,19.3,29.7,170.0,8192.0,26.8
2021-06-17 23:50:33,70000.0,97.38499999999999,700.5,1.0,19.55,29.7,170.0,8192.0,26.8
2021-06-17 23:50:34,70000.0,97.3825,699.5,1.0,19.55,29.7,169.0,8192.0,26.8
2021-06-17 23:50:35.000001,70000.0,97.38499999999999,700.0,1.3,19.75,29.7,169.0,8192.0,26.8
2021-06-17 23:50:36,70000.0,97.39250000000001,699.5,1.3,19.3,29.7,169.0,8192.0,26.8
2021-06-17 23:50:37,70000.0,97.41,700.0,0.8,19.4,29.6,169.0,8192.0,26.8
2021-06-17 23:50:37.999999,70000.0,97.4,700.5,1.0,19.55,29.6,169.0,8192.0,26.8
2021-06-17 23:50:39,70000.0,97.39000000000001,699.0,1.0,19.4,29.6,169.0,8192.0,26.8
2021-06-17 23:50:40,70000.0,97.3825,699.0,0.8,19.55,29.6,169.0,8192.0,26.8
2021-06-17 23:50:40.999999,70000.0,97.3825,700.5,1.3,19.55,29.6,168.0,8192.0,26.8
2021-06-17 23:50:42,70000.0,97.4,700.0,1.0,19.55,29.6,168.0,8192.0,26.8
2021-06-17 23:50:43,70000.0,97.39000000000001,700.0,0.8,19.4,29.6,168.0,8192.0,26.8
2021-06-17 23:50:44,70000.0,97.395,699.5,1.2,19.3,29.6,168.0,8192.0,26.8
2021-06-17 23:50:45,70000.0,97.39000000000001,700.0,1.3,19.4,29.6,168.0,8192.0,26.8
2021-06-17 23:50:46,70000.0,97.375,699.5,0.8,19.65,29.6,167.0,8192.0,26.8
2021-06-17 23:50:47,70000.0,97.39000000000001,699.5,1.0,20.0,29.6,167.0,8192.0,26.8
2021-06-17 23:50:48,70000.0,97.39000000000001,700.0,1.2,19.75,29.6,167.0,8192.0,26.8
2021-06-17 23:50:49,70000.0,97.3825,701.0,1.0,19.75,29.6,167.0,8192.0,26.8
2021-06-17 23:50:50,70000.0,97.3825,700.5,1.3,19.55,29.6,167.0,8192.0,26.8
2021-06-17 23:50:51.000001,70000.0,97.39000000000001,699.5,1.0,19.75,29.6,167.0,8192.0,26.8
2021-06-17 23:50:52,70000.0,97.3825,700.0,0.8,19.65,29.5,167.0,8192.0,26.8
2021-06-17 23:50:53,70000.0,97.375,699.5,1.2,19.65,29.5,166.0,8192.0,26.8
2021-06-17 23:50:54.000001,70000.0,97.39000000000001,699.5,1.2,19.75,29.5,167.0,8192.0,26.8
2021-06-17 23:50:55,70000.0,97.39250000000001,700.5,1.0,19.75,29.5,166.0,8192.0,26.8
2021-06-17 23:50:56,70000.0,97.4,692.5,1.0,21.55,29.5,166.0,8192.0,26.8
2021-06-17 23:50:56.999999,70000.0,97.38499999999999,695.0,1.3,23.55,29.5,166.0,8192.0,26.8
2021-06-17 23:50:58,71000.0,97.38499999999999,709.5,1.2,21.4,29.5,166.0,8192.0,26.8
2021-06-17 23:50:59,72000.0,97.375,706.0,1.3,18.95,29.5,167.0,8192.0,26.8
2021-06-17 23:50:59.999999,71000.0,97.39000000000001,700.0,1.0,18.8,29.5,166.0,8192.0,26.8
2021-06-17 23:51:01,70000.0,97.3825,699.5,1.0,19.3,29.5,166.0,8192.0,26.8
2021-06-17 23:51:02,70000.0,97.38499999999999,699.0,1.3,19.55,29.5,166.0,8192.0,26.8
2021-06-17 23:51:03,70000.0,97.38499999999999,699.5,1.2,19.65,29.5,166.0,8192.0,26.8
2021-06-17 23:51:04,70000.0,97.38499999999999,700.5,1.2,19.65,29.5,166.0,8192.0,26.8
2021-06-17 23:51:05,70000.0,97.375,701.5,1.2,19.55,29.5,166.0,8192.0,26.8
2021-06-17 23:51:06,70000.0,97.39250000000001,700.5,1.2,19.05,29.5,166.0,8192.0,26.8
2021-06-17 23:51:07.000001,70000.0,97.39000000000001,699.0,1.2,19.3,29.5,166.0,8192.0,26.8
2021-06-17 23:51:08,70000.0,97.3825,699.5,1.3,19.4,29.5,166.0,8192.0,26.8
2021-06-17 23:51:09,70000.0,97.4,700.5,0.8,19.4,29.4,166.0,8192.0,26.8
2021-06-17 23:51:10.000001,70000.0,97.39250000000001,701.0,0.8,19.3,29.4,166.0,8192.0,26.8
2021-06-17 23:51:11,70000.0,97.4,700.0,1.3,19.4,29.4,166.0,8192.0,26.8
2021-06-17 23:51:12,70000.0,97.375,699.5,1.2,19.3,29.4,165.0,8192.0,26.8
2021-06-17 23:51:12.999999,70000.0,97.3825,700.5,1.2,19.4,29.4,165.0,8192.0,26.8
2021-06-17 23:51:14,70000.0,97.4,700.0,1.2,19.55,29.4,165.0,8192.0,26.8
2021-06-17 23:51:15,70000.0,97.3825,699.5,1.0,19.3,29.4,165.0,8192.0,26.8
2021-06-17 23:51:15.999999,70000.0,97.39250000000001,699.5,1.0,19.3,29.4,165.0,8192.0,26.8
2021-06-17 23:51:17,70000.0,97.39250000000001,700.0,1.3,19.15,29.4,165.0,8192.0,26.8
2021-06-17 23:51:18,70000.0,97.4,700.0,1.0,19.55,29.4,165.0,8192.0,26.8
2021-06-17 23:51:19,70000.0,97.4,700.5,0.8,19.55,29.4,164.0,8192.0,26.8
2021-06-17 23:51:20,70000.0,97.4,699.0,1.3,19.55,29.4,164.0,8192.0,26.8
2021-06-17 23:51:21,70000.0,97.39250000000001,700.0,1.2,19.55,29.4,164.0,8192.0,26.8
2021-06-17 23:51:22,70000.0,97.4,699.5,1.3,19.75,29.4,164.0,8192.0,26.8
2021-06-17 23:51:23,70000.0,97.4,699.5,1.2,19.75,29.4,164.0,8192.0,26.8
2021-06-17 23:51:24,70000.0,97.39000000000001,700.0,0.8,19.55,29.4,164.0,8192.0,26.8
2021-06-17 23:51:25,70000.0,97.39250000000001,699.5,1.3,19.55,29.4,164.0,8192.0,26.8
2021-06-17 23:51:26.000001,70000.0,97.3825,700.5,1.3,19.55,29.4,164.0,8192.0,26.8
2021-06-17 23:51:27,70000.0,97.39000000000001,699.5,0.7,19.75,29.4,164.0,8192.0,26.8
2021-06-17 23:51:28,70000.0,97.39250000000001,699.5,1.0,19.9,29.4,163.0,8192.0,26.8
2021-06-17 23:51:29.000001,70000.0,97.4025,700.0,1.2,19.55,29.4,164.0,8192.0,26.8
2021-06-17 23:51:30,70000.0,97.375,700.5,1.2,19.55,29.4,163.0,8192.0,26.8
2021-06-17 23:51:31,70000.0,97.375,700.0,1.3,19.75,29.4,163.0,8192.0,26.8
2021-06-17 23:51:31.999999,70000.0,97.39000000000001,700.0,1.2,19.75,29.4,163.0,8192.0,26.8
2021-06-17 23:51:33,70000.0,97.3825,700.5,0.8,19.55,29.4,163.0,8192.0,26.7
2021-06-17 23:51:34,70000.0,97.39250000000001,700.0,1.2,19.55,29.3,163.0,8192.0,26.8
2021-06-17 23:51:35,70000.0,97.4025,700.5,1.2,19.55,29.3,163.0,8192.0,26.8
2021-06-17 23:51:36,70000.0,97.39000000000001,700.5,0.8,19.65,29.3,163.0,8192.0,26.8
2021-06-17 23:51:37,70000.0,97.4,699.5,1.3,19.4,29.3,163.0,16385.0,26.7
2021-06-17 23:51:38,68000.0,97.4,658.5,1.3,29.95,29.3,163.0,16385.0,26.8
2021-06-17 23:51:39,72000.0,97.39250000000001,691.5,1.8,33.75,29.3,163.0,16385.0,26.8
2021-06-17 23:51:40,71000.0,97.375,700.0,1.7,33.5,29.3,165.0,16385.0,26.8
2021-06-17 23:51:41,71000.0,97.375,699.5,2.3,33.0,29.3,169.0,16385.0,26.8
2021-06-17 23:51:42.000001,70000.0,97.4,700.0,3.0,33.15,29.3,172.0,16385.0,26.8
2021-06-17 23:51:43,71000.0,97.375,709.5,2.5,30.3,29.3,175.0,16385.0,26.8
2021-06-17 23:51:44,71000.0,97.4,702.5,2.7,29.25,29.3,178.0,16385.0,26.8
2021-06-17 23:51:45.000001,70000.0,97.375,700.5,2.7,29.45,29.3,182.0,16385.0,26.8
2021-06-17 23:51:46,72000.0,97.315,898.0,1.8,168.8,29.3,185.0,16385.0,26.8
2021-06-17 23:51:47,135000.0,97.23500000000001,955.5,4.3,54.55,29.3,191.0,16385.0,26.8
2021-06-17 23:51:47.999999,135000.0,97.2525,1061.0,5.4,139.3,29.3,201.0,16385.0,26.8
2021-06-17 23:51:49,136000.0,97.14249999999998,1194.0,9.3,110.45,29.3,214.0,16385.0,26.8
2021-06-17 23:51:50,151000.0,97.085,1219.0,10.9,84.5,29.3,228.0,16385.0,26.8
2021-06-17 23:51:50.999999,150000.0,97.11749999999999,1165.5,11.9,21.65,29.3,240.0,16385.0,26.7
2021-06-17 23:51:52,148000.0,97.155,1116.0,8.4,28.5,29.2,248.0,16385.0,26.7
2021-06-17 23:51:53,149000.0,97.08,1222.0,8.1,116.45,29.1,252.0,16385.0,26.6
2021-06-17 23:51:54,133000.0,97.08749999999999,1329.0,13.5,109.5,29.0,257.0,16385.0,26.6
2021-06-17 23:51:55,142000.0,97.00999999999999,1334.5,12.8,42.35,29.0,266.0,16385.0,26.5
2021-06-17 23:51:56,149000.0,96.9775,1406.0,14.3,156.45,28.9,272.0,16385.0,26.5
2021-06-17 23:51:57,146000.0,97.10249999999999,1274.0,11.9,0.0,28.8,281.0,16385.0,26.5
2021-06-17 23:51:58,146000.0,97.0,1373.5,11.9,247.5,28.8,285.0,16385.0,26.4
2021-06-17 23:51:59,193000.0,96.89999999999999,1361.0,26.9,171.75,28.7,289.0,16385.0,26.4
2021-06-17 23:52:00,174000.0,96.85249999999999,1602.0,26.9,316.75,28.6,296.0,16897.0,26.4
2021-06-17 23:52:01.000001,153000.0,96.98499999999999,1411.5,13.0,0.0,28.6,310.0,16897.0,26.3
2021-06-17 23:52:02,150000.0,97.10249999999999,1324.0,8.1,0.0,28.5,318.0,16897.0,26.3
2021-06-17 23:52:03,186000.0,97.03,1206.0,12.6,20.7,28.4,317.0,16385.0,26.3
2021-06-17 23:52:04.000001,154000.0,97.10249999999999,1429.5,10.9,0.0,28.3,315.0,16385.0,26.2
2021-06-17 23:52:05,143000.0,97.14750000000001,1171.5,7.2,0.0,28.3,313.0,16385.0,26.2
2021-06-17 23:52:06,119000.0,97.2525,1026.0,6.5,7.35,28.2,308.0,16385.0,26.2
2021-06-17 23:52:06.999999,89000.0,97.3125,734.5,5.2,28.15,28.2,302.0,16385.0,26.2
2021-06-17 23:52:08,71000.0,97.3375,705.0,4.1,27.2,28.2,296.0,16385.0,26.2
2021-06-17 23:52:09,71000.0,97.3,700.0,3.4,28.9,28.2,293.0,4097.0,26.2
2021-06-17 23:52:10,79000.0,97.305,876.5,3.4,119.8,28.3,290.0,4097.0,26.2
2021-06-17 23:52:11,136000.0,97.2575,1011.5,5.0,107.6,28.3,291.0,4097.0,26.2
2021-06-17 23:52:12,147000.0,97.23499999999999,1007.5,7.2,25.35,28.3,298.0,4097.0,26.2
2021-06-17 23:52:13,122000.0,97.23499999999999,1014.0,6.0,58.1,28.3,303.0,4097.0,26.2
2021-06-17 23:52:14,149000.0,97.21000000000001,1089.0,7.2,79.9,28.4,304.0,4097.0,26.2
2021-06-17 23:52:15,157000.0,97.1625,1103.0,8.7,67.25,28.4,307.0,4097.0,26.2
